/alicate-bico-redondo-tramontina-284149/p;BICO CANHAO LAMA;55
/cabo-de-rede-utp-1-metro-azul-dni-1485563/p;CABO REDE ETHERNET AZUL OU CINZA;65
/alicate-bico-redondo-tramontina-284149/p;BICO CANHAO LAMA;55
/alicate-bico-redondo-tramontina-284149/p;BICO CANHAO LAMA;55
/barramento-bifasico-80a-440v-57p-din-steck-1749722/p;ALOJAMENTO DIN ANEL FLSMIDTH 80CC-S007;51
/espacador-cone-de-encosto-mao-na-obra-34-24-unidades--1307410/p;ROLO ENCOSTO CBMM 142-361-016;74
/parafuso-atarraxante-phillips-4-8x38mm-para-parafusadeira-ppc08-fixtil-132659/p;PARAFUSO REGUL CUNHA CBMM 161.392.0136;57
/raspador-p-limpeza-azul-oikos-2312026/p;RASPADOR CBMM 161.276.0131;100
/anel-de-borracha-para-esgoto-75mm-tigre-22802/p;ANEL ISOL CBMM 161.342.0620;62
/cartucho-para-filtro-de-agua-entrada-deca-980412/p;CARTUCHO MERCK MILLIPORE QPARK00TEX;51
/cartucho-para-filtro-de-agua-entrada-deca-980412/p;CARTUCHO MERCK MILLIPORE QPARK00TEX;51
/conjunto-grelha-caixilho-lisa-15x100-costa-navarro-779873/p;CONJUNTO GRELHA PER WEIR 70172120400102;56
/rolo-para-pintura-economico-com-acessorio-tigre-1454668/p;ROLO CBMM 112.251.805;100
/cunha-de-nivelamento-para-pisos-e-revestimentos-50-pecas-cortag-1397877/p;CUNHA FIX CBMM 142.361.0001;71
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO SEP AR;70
/chave-de-roda-17mm-prata-fosca-tramontina-283746/p;RODA CARRO CBMM 112.263.0614;57
/acionamento-para-caixa-descarga-acoplada-astra-112500/p;MANCAL ACIONAMENTO;76
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO EIXO/IMPELID CBMM 125.270.0013;76
/mangueira-para-jardim-12-super-flex-com-engate-20metros-tramontina-1339672/p;MANGUEIRA PVC CRIST INC 1;61
/mangueira-para-jardim-12-super-flex-com-engate-20metros-tramontina-1339672/p;MANGUEIRA PVC CRIST INC 1;61
/adaptador-curto-34-tigre-23361/p;ADAPTADOR SCHUNKINTEC 30024246;62
/filtro-de-agua-para-ponto-de-uso-poe-deca-979511/p;FILTRO OLEO MOTOR CATERPILLAR 1R1808;52
/filtro-de-agua-para-ponto-de-uso-poe-deca-979511/p;FILTRO OLEO MOTOR CATERPILLAR 1R1808;52
/revestimento-de-parede-hd-32-brilhante-bold-31-6x45-3cm-branco-formigres-1475738/p;REVESTIMENTO CAM SANDVIK 31.442622.101;57
/tesoura-para-cortar-chapa-10-cortag-1605445/p;CHAPA N;83
/tesoura-para-cortar-chapa-10-cortag-1605445/p;CHAPA N;83
/luva-de-latex-7-m-fixtil-1582488/p;LUVA EIXO WEIR C075C21;52
/conjunto-tomada-2p-t-10a-250v-decor-schneider-1139185/p;CONJUNTO CALCO WEIR B025P30;56
/tubo-soldavel-6-metros-34-tigre-23701/p;TUBO PU AZ 3;67
/tubo-soldavel-6-metros-34-tigre-23701/p;TUBO PU AZ 3;67
/terminal-femea-para-fios-de-1-5-a-2-5mm2-azul-fixtil-971618/p;TERMINAL MANG 1;80
/mangueira-para-jardim-12-super-flex-com-engate-20metros-tramontina-1339672/p;MANGUEIRA HIDR 1;81
/mangueira-para-jardim-12-super-flex-com-engate-20metros-tramontina-1339672/p;MANGUEIRA HIDR 1;81
/mangueira-flex-tramontina-para-jardim-2-camadas-com-engates-rosqueados-e-esguicho-comp--10-m--1626531/p;MANGUEIRA HIDR 3;72
/mangueira-flex-tramontina-para-jardim-2-camadas-com-engates-rosqueados-e-esguicho-comp--10-m--1626531/p;MANGUEIRA HIDR 3;72
/terminal-femea-para-fios-de-1-5-a-2-5mm2-azul-fixtil-971618/p;TERMINAL MANG 1;80
/terminal-femea-para-fios-de-1-5-a-2-5mm2-azul-fixtil-971618/p;TERMINAL MANG 1;80
/adaptador-com-flange-112-tigre-22187/p;FLANGE TUBO ANSI B16.5 2.1;56
/conjunto-montado-de-interruptor-4x2-simples-com-placa-vertical-pialplus-pial-631906/p;CONJUNTO EIXO CBMM 141.340.0102;76
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO GEVISA 4051083;52
/adaptador-para-tomada-reverso-15a-branco-alumbra-1139452/p;ADAPTADOR RETO MACHO LATAO 1;61
/adaptador-para-tomada-reverso-15a-branco-alumbra-1139452/p;ADAPTADOR RETO MACHO LATAO 1;61
/torneira-de-jardim-esfera-com-alavanca-12-vermelha-wog-801208/p;ALAVANCA C;89
/cimento-todas-as-obras-50kgs-cpii-z-32r-votoran-1444778/p;CIMENTO VULCAN;67
/cantoneira-2-branca-zamar-402699/p;CANTONEIRA FEMA 161342617;60
/cruzeta-soldavel-34-tigre-334430/p;CRUZETA HYSTER 1594314;60
/fita-isolante-19mmx20-m-scotch-33--preto-3m--87270/p;KIT ISOLANTE CBMM 142.342.0925;80
/adaptador-para-tomada-10a-fame-693820/p;ADAPTADOR SUP MASCARA SOLDADOR 3M 197135;60
/cone-preto-amarelo-50cm-1768824/p;CONE C;80
/adesivo-pvc-bisnaga-75g-tigre-23060/p;ADESIVO CPVC CINZA LATA 473ML;66
/espelho-redondo-64x64cm-alterna-1601903/p;ESPELHO ELMER PERKIN ELMER;55
/adaptador-curto-34-tigre-23361/p;ADAPTADOR CURTO L;94
/grampo-sargento-angular-3-stamaco-2307391/p;GRAMPO NERAK 125;55
/cartela-de-parafuso-auto-atarraxante-pat01-20-unidades-fixtil-242357/p;CARTELA CBMM 161.031.0182-FL 1/2-POS 155;100
/talhadeira-12-preta-tramontina-1212591/p;TALHADEIRA SEXT P;74
/talhadeira-12-preta-tramontina-1212591/p;TALHADEIRA SEXT P;74
/curva-45º-soldavel-2x45-tigre-22861/p;CURVA SIGNODE 95485;61
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO SAUR C0230032;53
/conjunto-tomada-2p-t-20a-250v-miluz-schneider-1549979/p;CONJUNTO FLSMIDTH 48092 01;51
/cortador-de-laminados-pl-200mm-cortag-1825070/p;CORTADOR FLSMIDTH 5 286609BR;55
/conjunto-de-fixacao-para-caixa-acoplada-astra-516821/p;CONJUNTO FIXACAO CBMM 171.372.0032;67
/conjunto-tomada-2p-t-20a-250v-miluz-schneider-1549979/p;CONJUNTO HURNER DO BRASIL 34-00501;53
/detector-de-materiais-0551-preto-skil-1392557/p;DETECTOR ANALIS PERKIN ELMER;55
/fechadura-eletronica-de-cilindro-fixo-fx2000-intelbras-1571648/p;CILINDRO ACAO RAPIDA;57
/tinta-spray-alta-temperatura-brilho-natural-super-color-preto-350ml-tekbond--1559885/p;ELETRODO ALTA TEMPERATURA 782-721;65
/capa-de-chuva-manga-longa-g-amarela-fixtil-1322729/p;CAPA TERM;62
/tesoura-para-cortar-chapa-10-cortag-1605445/p;CHAPA;100
/conjunto-montado-de-interruptor-4x2-simples-com-placa-vertical-pialplus-pial-631906/p;CONJUNTO PARAF CBMM 171.550.0001;73
/adesivo-de-silicone-neutro-280g-cinza-tekbond--1559966/p;ADESIVO ESTRUT MONOC RAP CHEMLOK 220;52
/adesivo-de-silicone-neutro-280g-preto-tekbond--1559974/p;ADESIVO ESTRUT TEQBOND 100 PRETO;68
/mangueira-flex-tramontina-para-jardim-2-camadas-com-engates-rosqueados-e-esguicho-comp--10-m--1626531/p;MANGUEIRA MONTADA 5;64
"/disjuntor-monopolar-20a-curva-c-steck-1399381/p;CURVA 90GR 8"" C;67"
/identificador-para-cabos-hellermanntyton-5-numeros-100-unidades-amarelo--1489585/p;IDENTIFICADOR AXIAL CORRIDA COD 513078;54
/cotovelo-plano-90-graus-dexson-20-x-12-mm-branco-schneider-1325582/p;COTOVELO FEM;80
/batente-3x14-tauari-mapaf-1600095/p;BATENTE FLSMIDTH 0100-0104;51
/garfo-gaiola-23cm-atlas-1584782/p;GAIOLA P;86
/corrente-de-plastico-1-metro-preto-fixtil-1575961/p;COROA BIPARTIDA CORRENTE 68Z;53
"/cabo-25mm2-preto-flexicom-1754874/p;CABO MULTP 4X2,5MM2 0,6;51"
"/cabo-25mm2-preto-flexicom-1754874/p;CABO MULTP 4X2,5MM2 0,6;51"
/garfo-gaiola-23cm-atlas-1584782/p;GAIOLA P;86
/conector-macho-28mm-ramo-391638/p;CONECTOR MACHO RETO LATAO 1;74
/adaptador-curto-34-tigre-23361/p;ADAPTADOR MC;86
/adaptador-curto-34-tigre-23361/p;ADAPTADOR MC;86
/primer-18-litros-ciplak-875570/p;PRIMER COLAG RX PVC;57
/manta-polietileno-3mm-10-m2-ciplak-875236/p;MANTA FILT 9X940MM 10M CZ;55
/luva-de-latex-6-p-fixtil-1582755/p;LUVA P;100
"/valvula-de-descarga-112-cromado-docol-762288/p;VALVULA ESF CPVC SOLD 1"" 150PSI;52"
/conjunto-tomada-2p-t-10a-250v-decor-schneider-1139185/p;CONJUNTO ACOPCO 2901057100;51
/grelha-ralodengue-com-dispositivo-antiinseto-quadrada-10cm-4-cromada-garaplas-1148672/p;DISPOSITIVO EASYMINE EC1029ESV1;52
/mola-hidraulica-aerea-850x95x110cm-branca-dorma-923150/p;MOLA CBMM 141.243.0023 POS6.3;100
/grampo-sargento-angular-3-stamaco-2307391/p;GRAMPO CHAVETA R CBMM 145.371.0058;55
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO VPR 12-104-225;52
/mangueira-flex-tramontina-para-jardim-2-camadas-com-engates-rosqueados-e-esguicho-comp--10-m--1626531/p;MANGUEIRA VOLVO 14579477;55
/adaptador-curto-34-tigre-23361/p;ADAPTADOR CURTO L;94
"/luva-roscavel-soldavel-34-tigre-22330/p;LUVA PVC-U SOLDXSOLD 2X2""SCH80 CZ;51"
/fechadura-eletronica-de-cilindro-fixo-fx2000-intelbras-1571648/p;CILINDRO MB A6708906367;52
/conector-de-emenda-2-polos-flowpack-221612-com-3-wago-1634852/p;CONECTOR MB A0001531122;52
/conector-de-emenda-2-polos-flowpack-221612-com-3-wago-1634852/p;CONECTOR MB A6935459128;52
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO MB A0008102079;52
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO MB A0272501801;52
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO MB A9583200091;52
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO MB A9798930403;52
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO MB A0008301218;52
/fechadura-interna-de-aco-zamac-galaxy-4182-com-roseta-cromado-alianca-1211447/p;FECHADURA MB A9737500184;55
/parafuso-atarraxante-phillips-4-8x38mm-para-parafusadeira-ppc08-fixtil-132659/p;PARAFUSO MB A0009842629;52
/modulo-tomada-2p-t-20a-250v-branco-lunare-schneider-740780/p;MODULO I;86
/niple-duplo-12-ramo-399310/p;NIPLE BOMAX 320285;53
/escova-esfregona-114b-bettanin-1068482/p;ESCOVA BOMAX 515744;53
/cotovelo-90º-12-ramo-399060/p;COTOVELO BOMAX 287627;59
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO BOMAX 565493;55
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO BOMAX 583820;55
/conjunto-montado-de-interruptor-4x2-simples-com-placa-10a-modulare-fame-444316/p;CONJUNTO CEMAR 904551;55
/cotovelo-90º-sistema-x-29901x-pial-1426737/p;COTOVELO PIAL LEGRAND 107 89;63
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO SX 1;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-p-drywall-cabeca-trombeta-ponta-agulha-3-5x45mm-fixtil-1381601/p;PARAFUSO SX 3;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/parafuso-fenda-cabeca-chata-c-bucha-5-5x100mm-pmb12-c-2-pecas-fixtil-1428373/p;PARAFUSO SX 5;87
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA LISA A;92
/parafuso-frances-14-x-2-com-porca-e-arruela-pfr3-fixtil-133094/p;PORCA SEXT 1;74
/parafuso-frances-14-x-2-com-porca-e-arruela-pfr3-fixtil-133094/p;PORCA SEXT 1;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 3;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 3;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 3;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 3;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 3;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 5;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 5;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 5;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 5;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 5;74
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 7;59
/parafuso-frances-com-porca-e-arruela-pfr08-516-x-3-zincado-fixtil-134570/p;PORCA SEXT 7;59
/parafuso-atarraxante-phillips-4-8x38mm-para-parafusadeira-ppc08-fixtil-132659/p;PARAFUSO MR 40182300;57
/abracadeira-rapstrap-neutra-10x300mm-24un-schneider-1368427/p;ABRACADEIRA MR 90053801;65
"/cotovelo-90º-12-ramo-399060/p;COTOVELO 90GR FERRO FEM BSP 1"";67"
"/cotovelo-90º-12-ramo-399060/p;COTOVELO 90GR FERRO FEM BSP 1"";67"
/cotovelo-90º-12-ramo-399060/p;COTOVELO 90GR FERRO FEM BSP 1.1;67
/cotovelo-90º-12-ramo-399060/p;COTOVELO 90GR FERRO FEM BSP 1.1;67
/cotovelo-90º-12-ramo-399060/p;COTOVELO 90GR FERRO FEM BSP 1;67
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO FIAT 71754237;53
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO FIAT 71754237;53
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO FIAT 71754237;53
"/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1"" 300PSI;56"
/elemento-vazado-cobogo-4-pontas-concreto-39x39x7cm-cinza-ecobloco--1567365/p;ELEMENTO FIAT 71754237;53
"/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1"" 300PSI;56"
/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1.1;56
/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1.1;56
/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1;56
/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1;56
/niple-duplo-1-ramo-399353/p;NIPLE FERRO MALEAVEL BSP 1;56
"/niple-de-reducao-34x12-ramo-399302/p;NIPLE FERRO MALEAVEL BSP 2"" 300PSI;53"
"/niple-de-reducao-34x12-ramo-399302/p;NIPLE FERRO MALEAVEL BSP 2"" 300PSI;53"
/arruela-lisa-532-cinza-fixtil-718572/p;ARRUELA MERCEDES BENZ A9473250070;51
/parafuso-sextavado-1-4x70mm-com-bucha-para-fixacao-em-bloco-oco-e-tijolo-macico-poc10-fixtil-134651/p;PARAFUSO FORNAC 10.816.625;59
/canaleta-14x19x29cm-nova-conquista-219509/p;CANALETA FECH PVC 80X80MMX2M;55
/arruela-lisa-316-cinza-fixtil-718580/p;ARRUELA FORNAC 11.016.628;55
/arruela-lisa-14-cinza-fixtil-718599/p;ARRUELA FORNAC 11.011.137;52
/conector-latao-com-solda-34-ramo-391034/p;CONECTOR ATERR LATAO 16-50 MM2;58
/curva-90o-curta-esgoto-40x90mm-tigre-24295/p;CURVA 350X100MM 90GR EXAUSTAO;53
/cantoneira-metalica-cr3-300mm-tabica-placo-1419110/p;CANTONEIRA ZZ 38X120MM ACO CH16;58
/amortecedor-vaso-sanitario-para-esgoto-100mm-redux-tigre--1780050/p;AMORTECEDOR HYSTER 1693442;59
/amortecedor-vaso-sanitario-para-esgoto-100mm-redux-tigre--1780050/p;AMORTECEDOR HYSTER 1693442;59
